index,ExpDate,Strike,Call,Put
0,2023-01-20,20.0,0,100
1,2023-01-20,22.5,0,516
2,2023-01-20,25.0,0,2438
3,2023-01-20,30.0,0,6650
4,2023-01-20,31.0,0,557
5,2023-01-20,32.0,0,801
6,2023-01-20,33.0,0,68
7,2023-01-20,34.0,0,238
8,2023-01-20,34.5,0,61
9,2023-01-20,35.0,0,4997
10,2023-01-20,35.5,0,61
11,2023-01-20,36.0,0,784
12,2023-01-20,36.5,0,521
13,2023-01-20,37.0,0,436
14,2023-01-20,37.5,0,630
15,2023-01-20,38.0,0,446
16,2023-01-20,38.5,0,664
17,2023-01-20,39.0,0,703
18,2023-01-20,39.5,0,1442
19,2023-01-20,40.0,0,8689
20,2023-01-20,40.5,0,1578
21,2023-01-20,41.0,0,625
22,2023-01-20,41.5,0,318
23,2023-01-20,42.0,0,715
24,2023-01-20,42.5,0,539
25,2023-01-20,43.0,0,753
26,2023-01-20,43.5,0,264
27,2023-01-20,44.0,0,911
28,2023-01-20,44.5,0,446
29,2023-01-20,45.0,0,7413
30,2023-01-20,45.5,0,5565
31,2023-01-20,46.0,0,1137
32,2023-01-20,46.5,0,777
33,2023-01-20,47.0,0,988
34,2023-01-20,47.5,0,507
35,2023-01-20,48.0,0,966
36,2023-01-20,48.5,0,1208
37,2023-01-20,49.0,0,1710
38,2023-01-20,49.5,0,1813
39,2023-01-20,50.0,0,6145
40,2023-01-20,51.0,0,971
41,2023-01-20,52.0,2,883
42,2023-01-20,53.0,907,0
43,2023-01-20,54.0,876,0
44,2023-01-20,55.0,4073,0
45,2023-01-20,56.0,565,0
46,2023-01-20,57.0,582,0
47,2023-01-20,58.0,99,0
48,2023-01-20,59.0,191,0
49,2023-01-20,60.0,5141,0
50,2023-01-20,61.0,88,0
51,2023-01-20,62.0,400,0
52,2023-01-20,65.0,4269,0
53,2023-01-20,70.0,5424,0
54,2023-01-20,75.0,3171,0
55,2023-01-20,80.0,1230,0
56,2023-01-20,85.0,1859,0
57,2023-01-20,90.0,3444,0
58,2023-01-20,95.0,1342,0
59,2023-01-20,100.0,2315,0
60,2023-01-20,105.0,1256,0
61,2023-01-20,110.0,1796,0
62,2023-01-20,115.0,704,0
63,2023-01-20,120.0,1099,0
64,2023-01-20,125.0,1655,0
65,2023-01-20,130.0,2644,0
66,2023-01-20,135.0,1554,0
67,2023-01-20,140.0,2518,0
68,2023-01-20,145.0,1805,0
69,2023-01-20,150.0,1709,0
70,2023-01-20,155.0,1771,0
71,2023-01-20,160.0,468,0
72,2023-01-20,165.0,2758,0
73,2023-01-20,170.0,1245,0
74,2023-01-20,175.0,883,0
75,2023-01-20,180.0,970,0
76,2023-01-20,185.0,835,0
77,2023-01-20,190.0,610,0
78,2023-01-20,195.0,438,0
79,2023-01-20,200.0,1648,0
80,2023-01-20,205.0,436,0
81,2023-01-20,210.0,873,0
82,2023-01-20,220.0,891,0
83,2023-01-20,230.0,10151,0
84,2023-01-20,240.0,383,0
85,2023-01-20,250.0,2696,0
86,2023-01-20,260.0,619,0
87,2023-01-20,270.0,476,0
88,2023-01-20,280.0,667,0
89,2023-01-20,290.0,543,0
90,2023-01-20,300.0,4327,0
91,2023-01-20,310.0,321,0
92,2023-01-20,320.0,490,0
93,2023-01-20,330.0,614,0
94,2023-01-20,340.0,619,0
95,2023-01-20,350.0,1904,0
96,2023-01-20,360.0,503,0
97,2023-01-20,370.0,719,0
98,2023-01-20,380.0,478,0
99,2023-01-20,390.0,215,0
100,2023-01-20,400.0,3036,0
101,2023-01-20,410.0,634,0
102,2023-01-20,420.0,252,0
103,2023-01-20,430.0,238,0
104,2023-01-20,440.0,827,0
105,2023-01-20,450.0,2701,0
106,2023-01-20,460.0,296,0
107,2023-01-20,470.0,350,0
108,2023-01-20,480.0,242,0
109,2023-01-20,490.0,223,0
110,2023-01-20,500.0,1873,0
111,2023-01-20,520.0,140,0
112,2023-01-20,540.0,170,0
113,2023-01-20,560.0,205,0
114,2023-01-20,580.0,118,0
115,2023-01-20,600.0,584,0
116,2023-01-20,620.0,125,0
117,2023-01-20,640.0,312,0
118,2023-01-20,660.0,106,0
119,2023-01-20,670.0,65,0
120,2023-01-20,680.0,89,0
121,2023-01-20,690.0,211,0
122,2023-01-20,700.0,1573,0
123,2023-01-20,720.0,2283,0
124,2023-01-27,20.0,0,53
125,2023-01-27,25.0,0,19
126,2023-01-27,29.0,0,38
127,2023-01-27,30.0,1,93
128,2023-01-27,31.0,5,98
