index,ExpDate,Strike,Call,Put
0,2023-01-27,20.0,0,54
1,2023-01-27,25.0,1,19
2,2023-01-27,29.0,0,38
3,2023-01-27,30.0,1,93
4,2023-01-27,31.0,3,98
5,2023-01-27,32.0,1,42
6,2023-01-27,33.0,1,75
7,2023-01-27,34.0,0,108
8,2023-01-27,35.0,3,2435
9,2023-01-27,36.0,9,104
10,2023-01-27,37.0,11,126
11,2023-01-27,38.0,27,94
12,2023-01-27,38.5,2,177
13,2023-01-27,39.0,111,543
14,2023-01-27,39.5,10,205
15,2023-01-27,40.0,161,497
16,2023-01-27,40.5,27,29
17,2023-01-27,41.0,78,356
18,2023-01-27,41.5,8,47
19,2023-01-27,42.0,111,134
20,2023-01-27,42.5,89,74
21,2023-01-27,43.0,117,140
22,2023-01-27,43.5,13,1248
23,2023-01-27,44.0,194,2051
24,2023-01-27,44.5,41,1282
25,2023-01-27,45.0,254,7888
26,2023-01-27,45.5,45,236
27,2023-01-27,46.0,115,461
28,2023-01-27,46.5,65,235
29,2023-01-27,47.0,118,528
30,2023-01-27,47.5,74,1291
31,2023-01-27,48.0,2145,926
32,2023-01-27,48.5,138,7704
33,2023-01-27,49.0,262,769
34,2023-01-27,49.5,363,1013
35,2023-01-27,50.0,1107,1822
36,2023-01-27,51.0,830,1020
37,2023-01-27,52.0,869,1339
38,2023-01-27,53.0,1407,953
39,2023-01-27,54.0,1199,663
40,2023-01-27,55.0,2100,685
41,2023-01-27,56.0,993,209
42,2023-01-27,57.0,876,77
43,2023-01-27,58.0,944,38
44,2023-01-27,59.0,2038,5
45,2023-01-27,60.0,828,13
46,2023-01-27,61.0,235,2
47,2023-01-27,62.0,479,0
48,2023-01-27,63.0,181,0
49,2023-01-27,64.0,236,0
50,2023-01-27,65.0,531,0
51,2023-01-27,70.0,343,0
52,2023-01-27,75.0,22,0
53,2023-02-03,20.0,0,91
54,2023-02-03,25.0,0,12
55,2023-02-03,29.0,4,8
56,2023-02-03,30.0,2,63
57,2023-02-03,31.0,1,30
58,2023-02-03,32.0,1,47
59,2023-02-03,33.0,0,44
60,2023-02-03,34.0,13,291
61,2023-02-03,35.0,6,233
62,2023-02-03,35.5,0,28
63,2023-02-03,36.0,2,177
64,2023-02-03,36.5,1,260
65,2023-02-03,37.0,2,536
66,2023-02-03,37.5,0,25
67,2023-02-03,38.0,1,1236
