index,ProductSymbol,DateGen,ExpDate,Strike,Call,Put,TotalOI
0,ROKU  ,2023-02-21,2023-02-17,20.0,0,361,361
1,ROKU  ,2023-02-21,2023-02-17,22.5,0,426,426
2,ROKU  ,2023-02-21,2023-02-17,25.0,0,2721,2721
3,ROKU  ,2023-02-21,2023-02-17,30.0,0,5295,5295
4,ROKU  ,2023-02-21,2023-02-17,35.0,0,6631,6631
5,ROKU  ,2023-02-21,2023-02-17,36.0,0,1679,1679
6,ROKU  ,2023-02-21,2023-02-17,36.5,0,736,736
7,ROKU  ,2023-02-21,2023-02-17,37.0,0,498,498
8,ROKU  ,2023-02-21,2023-02-17,37.5,0,893,893
9,ROKU  ,2023-02-21,2023-02-17,38.0,0,319,319
10,ROKU  ,2023-02-21,2023-02-17,38.5,0,81,81
11,ROKU  ,2023-02-21,2023-02-17,39.0,0,251,251
12,ROKU  ,2023-02-21,2023-02-17,40.0,0,3632,3632
13,ROKU  ,2023-02-21,2023-02-17,41.0,0,1001,1001
14,ROKU  ,2023-02-21,2023-02-17,42.0,0,1462,1462
15,ROKU  ,2023-02-21,2023-02-17,43.0,0,792,792
16,ROKU  ,2023-02-21,2023-02-17,44.0,0,743,743
17,ROKU  ,2023-02-21,2023-02-17,45.0,0,4917,4917
18,ROKU  ,2023-02-21,2023-02-17,45.5,0,373,373
19,ROKU  ,2023-02-21,2023-02-17,46.0,0,949,949
20,ROKU  ,2023-02-21,2023-02-17,46.5,0,270,270
21,ROKU  ,2023-02-21,2023-02-17,47.0,0,1060,1060
22,ROKU  ,2023-02-21,2023-02-17,47.5,0,802,802
23,ROKU  ,2023-02-21,2023-02-17,48.0,0,1728,1728
24,ROKU  ,2023-02-21,2023-02-17,48.5,0,345,345
25,ROKU  ,2023-02-21,2023-02-17,49.0,0,1120,1120
26,ROKU  ,2023-02-21,2023-02-17,49.5,0,587,587
27,ROKU  ,2023-02-21,2023-02-17,50.0,0,4475,4475
28,ROKU  ,2023-02-21,2023-02-17,51.0,0,2409,2409
29,ROKU  ,2023-02-21,2023-02-17,52.0,0,1667,1667
30,ROKU  ,2023-02-21,2023-02-17,53.0,0,1577,1577
31,ROKU  ,2023-02-21,2023-02-17,54.0,0,1379,1379
32,ROKU  ,2023-02-21,2023-02-17,55.0,0,2317,2317
33,ROKU  ,2023-02-21,2023-02-17,56.0,0,1390,1390
34,ROKU  ,2023-02-21,2023-02-17,57.0,0,996,996
35,ROKU  ,2023-02-21,2023-02-17,58.0,0,2868,2868
36,ROKU  ,2023-02-21,2023-02-17,59.0,0,802,802
37,ROKU  ,2023-02-21,2023-02-17,60.0,0,2065,2065
38,ROKU  ,2023-02-21,2023-02-17,61.0,0,519,519
39,ROKU  ,2023-02-21,2023-02-17,62.0,0,709,709
40,ROKU  ,2023-02-21,2023-02-17,63.0,0,889,889
41,ROKU  ,2023-02-21,2023-02-17,64.0,0,1559,1559
42,ROKU  ,2023-02-21,2023-02-17,65.0,0,2428,2428
43,ROKU  ,2023-02-21,2023-02-17,66.0,0,1224,1224
44,ROKU  ,2023-02-21,2023-02-17,67.0,0,1702,1702
45,ROKU  ,2023-02-21,2023-02-17,68.0,0,1951,1951
46,ROKU  ,2023-02-21,2023-02-17,69.0,0,1899,1899
