index,ProductSymbol,DateGen,ExpDate,Strike,Call,Put,TotalOI
0,SPY   ,2023-02-13,2023-02-10,275.0,0,1812,1812
1,SPY   ,2023-02-13,2023-02-10,280.0,0,1341,1341
2,SPY   ,2023-02-13,2023-02-10,285.0,0,2141,2141
3,SPY   ,2023-02-13,2023-02-10,290.0,0,5995,5995
4,SPY   ,2023-02-13,2023-02-10,295.0,0,4844,4844
5,SPY   ,2023-02-13,2023-02-10,300.0,0,26521,26521
6,SPY   ,2023-02-13,2023-02-10,305.0,0,6685,6685
7,SPY   ,2023-02-13,2023-02-10,310.0,0,18688,18688
8,SPY   ,2023-02-13,2023-02-10,315.0,0,46415,46415
9,SPY   ,2023-02-13,2023-02-10,320.0,0,1387,1387
10,SPY   ,2023-02-13,2023-02-10,325.0,0,37264,37264
11,SPY   ,2023-02-13,2023-02-10,330.0,0,32818,32818
12,SPY   ,2023-02-13,2023-02-10,335.0,0,2992,2992
13,SPY   ,2023-02-13,2023-02-10,340.0,0,21407,21407
14,SPY   ,2023-02-13,2023-02-10,343.0,0,915,915
15,SPY   ,2023-02-13,2023-02-10,344.0,0,3038,3038
16,SPY   ,2023-02-13,2023-02-10,345.0,0,17192,17192
17,SPY   ,2023-02-13,2023-02-10,346.0,0,5249,5249
18,SPY   ,2023-02-13,2023-02-10,347.0,0,608,608
19,SPY   ,2023-02-13,2023-02-10,348.0,0,1908,1908
20,SPY   ,2023-02-13,2023-02-10,349.0,0,531,531
21,SPY   ,2023-02-13,2023-02-10,350.0,0,10641,10641
22,SPY   ,2023-02-13,2023-02-10,351.0,0,248,248
23,SPY   ,2023-02-13,2023-02-10,352.0,0,3159,3159
24,SPY   ,2023-02-13,2023-02-10,353.0,0,229,229
25,SPY   ,2023-02-13,2023-02-10,354.0,0,1426,1426
26,SPY   ,2023-02-13,2023-02-10,355.0,0,2379,2379
27,SPY   ,2023-02-13,2023-02-10,356.0,0,16094,16094
28,SPY   ,2023-02-13,2023-02-10,357.0,0,693,693
29,SPY   ,2023-02-13,2023-02-10,358.0,0,1332,1332
30,SPY   ,2023-02-13,2023-02-10,359.0,0,1829,1829
31,SPY   ,2023-02-13,2023-02-10,360.0,0,5805,5805
32,SPY   ,2023-02-13,2023-02-10,361.0,0,1958,1958
33,SPY   ,2023-02-13,2023-02-10,362.0,0,941,941
34,SPY   ,2023-02-13,2023-02-10,363.0,0,3895,3895
35,SPY   ,2023-02-13,2023-02-10,364.0,0,18425,18425
36,SPY   ,2023-02-13,2023-02-10,365.0,0,6506,6506
37,SPY   ,2023-02-13,2023-02-10,366.0,0,2916,2916
38,SPY   ,2023-02-13,2023-02-10,367.0,0,3219,3219
39,SPY   ,2023-02-13,2023-02-10,368.0,0,2439,2439
40,SPY   ,2023-02-13,2023-02-10,369.0,0,2798,2798
41,SPY   ,2023-02-13,2023-02-10,370.0,0,5861,5861
42,SPY   ,2023-02-13,2023-02-10,371.0,0,879,879
43,SPY   ,2023-02-13,2023-02-10,372.0,0,5291,5291
44,SPY   ,2023-02-13,2023-02-10,373.0,0,3584,3584
45,SPY   ,2023-02-13,2023-02-10,374.0,0,27752,27752
46,SPY   ,2023-02-13,2023-02-10,375.0,0,10827,10827
47,SPY   ,2023-02-13,2023-02-10,376.0,0,5799,5799
48,SPY   ,2023-02-13,2023-02-10,377.0,0,3133,3133
49,SPY   ,2023-02-13,2023-02-10,378.0,0,1916,1916
50,SPY   ,2023-02-13,2023-02-10,379.0,0,6099,6099
51,SPY   ,2023-02-13,2023-02-10,380.0,0,12937,12937
52,SPY   ,2023-02-13,2023-02-10,381.0,0,5459,5459
53,SPY   ,2023-02-13,2023-02-10,382.0,0,2057,2057
54,SPY   ,2023-02-13,2023-02-10,383.0,0,2638,2638
55,SPY   ,2023-02-13,2023-02-10,384.0,0,27199,27199
56,SPY   ,2023-02-13,2023-02-10,385.0,0,10624,10624
57,SPY   ,2023-02-13,2023-02-10,386.0,0,2682,2682
58,SPY   ,2023-02-13,2023-02-10,387.0,0,2627,2627
59,SPY   ,2023-02-13,2023-02-10,388.0,0,7129,7129
60,SPY   ,2023-02-13,2023-02-10,389.0,0,5914,5914
61,SPY   ,2023-02-13,2023-02-10,390.0,0,31690,31690
62,SPY   ,2023-02-13,2023-02-10,391.0,0,6308,6308
63,SPY   ,2023-02-13,2023-02-10,392.0,0,9156,9156
64,SPY   ,2023-02-13,2023-02-10,393.0,0,13973,13973
65,SPY   ,2023-02-13,2023-02-10,394.0,0,12466,12466
66,SPY   ,2023-02-13,2023-02-10,395.0,0,16125,16125
67,SPY   ,2023-02-13,2023-02-10,396.0,0,8903,8903
68,SPY   ,2023-02-13,2023-02-10,397.0,0,19556,19556
69,SPY   ,2023-02-13,2023-02-10,398.0,0,18500,18500
70,SPY   ,2023-02-13,2023-02-10,399.0,0,14611,14611
