,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-17,2023-02-17,105.0,70.0,"{220.0: 52866, 200.0: 45123, 250.0: 42326, 210.0: 37302, 215.0: 33997}","{120.0: 64682, 70.0: 54688, 80.0: 52811, 190.0: 45533, 160.0: 41671}","{120.0: 87279, 200.0: 84368, 160.0: 73518, 190.0: 67946, 210.0: 60692}",1.1573331276083305,1.1573331276083305
1,2023-02-17,2023-02-24,170.0,360.0,"{210.0: 28605, 220.0: 26562, 200.0: 18493, 230.0: 17301, 190.0: 14676}","{200.0: 18761, 190.0: 16533, 180.0: 13780, 185.0: 10023, 170.0: 8502}","{200.0: 37254, 210.0: 36175, 190.0: 31209, 220.0: 28287, 180.0: 18818}",0.7758483796085847,0.7758483796085847
2,2023-02-17,2023-03-03,170.0,340.0,"{230.0: 11017, 200.0: 8096, 250.0: 7954, 300.0: 6895, 340.0: 6744}","{160.0: 11315, 150.0: 10026, 190.0: 5928, 210.0: 5470, 170.0: 5342}","{200.0: 12813, 160.0: 12555, 230.0: 11409, 150.0: 11133, 210.0: 10591}",0.8366209467370785,0.8366209467370785
3,2023-02-17,2023-03-10,177.5,310.0,"{265.0: 3377, 250.0: 2739, 310.0: 2708, 300.0: 2265, 210.0: 2136}","{195.0: 3908, 180.0: 2664, 215.0: 2100, 170.0: 1897, 190.0: 1592}","{195.0: 4653, 215.0: 3588, 200.0: 3544, 265.0: 3379, 180.0: 3323}",0.897934484427949,0.897934484427949
4,2023-02-17,2023-03-17,135.0,825.0,"{300.0: 72669, 666.67: 70788, 825.0: 60223, 200.0: 40284, 316.67: 29644}","{100.0: 38986, 200.0: 38716, 135.0: 33903, 33.33: 33624, 140.0: 29765}","{200.0: 79000, 300.0: 73129, 666.67: 70788, 135.0: 61538, 825.0: 60223}",0.7283619756109044,0.7283619756109044
5,2023-02-17,2023-03-24,155.0,50.0,"{220.0: 3271, 200.0: 2553, 210.0: 2520, 270.0: 1627, 250.0: 1407}","{200.0: 1737, 50.0: 1543, 180.0: 1007, 170.0: 986, 190.0: 840}","{200.0: 4290, 220.0: 3882, 210.0: 2797, 215.0: 1673, 270.0: 1631}",0.6656228253305497,0.6656228253305497
6,2023-02-17,2023-03-31,155.0,250.0,"{220.0: 1119, 250.0: 1005, 210.0: 931, 230.0: 587, 215.0: 516}","{195.0: 5099, 170.0: 935, 180.0: 764, 150.0: 507, 175.0: 441}","{195.0: 5185, 220.0: 1196, 210.0: 1108, 180.0: 1012, 250.0: 1008}",1.0478183867332154,1.0478183867332154
7,2023-02-17,2023-04-21,80.0,600.0,"{80.0: 25226, 316.67: 22069, 600.0: 21032, 240.0: 13802, 200.0: 13091}","{100.0: 28234, 150.0: 18556, 191.67: 14303, 75.0: 13208, 125.0: 12290}","{100.0: 29792, 80.0: 29767, 150.0: 26427, 125.0: 23364, 200.0: 22836}",0.8061524174687864,0.8061524174687864
8,2023-02-17,2023-05-19,310.0,100.0,"{215.0: 26035, 210.0: 10593, 200.0: 8097, 180.0: 7981, 220.0: 7433}","{100.0: 19626, 140.0: 11483, 120.0: 7970, 110.0: 7238, 105.0: 6135}","{215.0: 27565, 100.0: 20715, 140.0: 13375, 210.0: 13326, 180.0: 12062}",1.0265983535430516,1.0265983535430516
9,2023-02-17,2023-06-16,150.0,825.0,"{825.0: 42716, 333.33: 33843, 200.0: 25684, 500.0: 21911, 466.67: 20900}","{1.67: 41937, 100.0: 29365, 200.0: 24854, 50.0: 17530, 33.33: 16826}","{200.0: 50538, 825.0: 42716, 1.67: 42040, 333.33: 34074, 100.0: 32845}",0.7573054469541256,0.7573054469541256
10,2023-02-17,2023-07-21,150.0,250.0,"{250.0: 24448, 200.0: 8232, 225.0: 5172, 205.0: 4742, 210.0: 4608}","{185.0: 13360, 100.0: 5841, 50.0: 5060, 120.0: 4575, 75.0: 4232}","{250.0: 26017, 185.0: 17303, 200.0: 11891, 225.0: 7332, 150.0: 7067}",1.0345840520554028,1.0345840520554028
11,2023-02-17,2023-09-15,150.0,758.33,"{758.33: 71867, 180.0: 33698, 150.0: 33689, 183.33: 32272, 153.33: 30476}","{1.67: 20044, 200.0: 17085, 116.67: 12228, 100.0: 12164, 33.33: 11360}","{758.33: 71867, 150.0: 42565, 180.0: 40683, 183.33: 37080, 153.33: 32291}",0.4857970119702155,0.4857970119702155
12,2023-02-17,2023-12-15,100.0,50.0,"{250.0: 16320, 260.0: 10207, 200.0: 8254, 205.0: 6452, 240.0: 5776}","{50.0: 13996, 150.0: 12414, 130.0: 11312, 160.0: 10997, 100.0: 6437}","{250.0: 19976, 50.0: 15394, 150.0: 13904, 160.0: 13830, 130.0: 12081}",1.1578560168155543,1.1578560168155543
13,2023-02-17,2024-01-19,100.0,825.0,"{825.0: 75923, 400.0: 40895, 666.67: 40734, 180.0: 39015, 366.67: 38806}","{100.0: 40430, 33.33: 32836, 50.0: 30847, 1.67: 29762, 200.0: 24243}","{825.0: 75923, 200.0: 57529, 100.0: 54410, 233.33: 50398, 180.0: 50183}",0.5237159578659895,0.5237159578659895
14,2023-02-17,2024-03-15,100.0,600.0,"{275.0: 8967, 200.0: 5253, 300.0: 4875, 266.67: 4463, 258.33: 4133}","{170.0: 8894, 50.0: 5787, 133.33: 5693, 200.0: 4725, 83.33: 4511}","{275.0: 9978, 200.0: 9978, 170.0: 9179, 100.0: 6546, 133.33: 6283}",0.9418740445048411,0.9418740445048411
15,2023-02-17,2024-06-21,83.33,758.33,"{400.0: 38683, 83.33: 30601, 600.0: 17203, 758.33: 14311, 616.67: 14010}","{1.67: 16452, 100.0: 9888, 200.0: 9883, 150.0: 9844, 233.33: 7246}","{400.0: 38718, 83.33: 34779, 600.0: 17203, 1.67: 17081, 100.0: 15251}",0.5779216808709502,0.5779216808709502
16,2023-02-17,2024-09-20,290.0,75.0,"{200.0: 1760, 190.0: 1495, 350.0: 1443, 150.0: 1439, 195.0: 1418}","{290.0: 2810, 150.0: 2723, 75.0: 2323, 100.0: 2226, 200.0: 1492}","{150.0: 4162, 290.0: 3277, 200.0: 3252, 100.0: 2610, 75.0: 2333}",1.046024796733012,1.046024796733012
17,2023-02-17,2025-01-17,40.0,610.0,"{170.0: 35390, 175.0: 33440, 300.0: 30470, 200.0: 29287, 400.0: 19572}","{100.0: 17709, 30.0: 16560, 40.0: 15783, 200.0: 12589, 150.0: 12135}","{170.0: 45677, 200.0: 41876, 175.0: 37956, 300.0: 33523, 40.0: 30491}",0.5711376003542257,0.5711376003542257
18,2023-02-17,2025-06-20,95.0,95.0,"{95.0: 46450, 90.0: 10311, 135.0: 4673, 200.0: 4438, 240.0: 4224}","{15.0: 5847, 100.0: 4873, 200.0: 3242, 140.0: 1871, 110.0: 1608}","{95.0: 46997, 90.0: 10751, 200.0: 7680, 100.0: 5879, 15.0: 5855}",0.3997006807687394,0.3997006807687394
