,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-23,2023-02-24,170.0,360.0,"{210.0: 40447, 220.0: 36657, 225.0: 32403, 200.0: 30298, 215.0: 27687}","{190.0: 36876, 180.0: 22848, 195.0: 19111, 185.0: 18470, 200.0: 16113}","{190.0: 50870, 210.0: 48753, 200.0: 46411, 220.0: 40277, 215.0: 34565}",0.8165454496555593,0.8165454496555593
1,2023-02-23,2023-03-03,170.0,340.0,"{220.0: 27385, 200.0: 26180, 210.0: 17355, 250.0: 14168, 230.0: 11537}","{150.0: 13033, 160.0: 11607, 190.0: 8269, 200.0: 8052, 170.0: 7165}","{200.0: 34232, 220.0: 29006, 210.0: 23141, 250.0: 14590, 150.0: 14155}",0.713815318539728,0.713815318539728
2,2023-02-23,2023-03-10,177.5,320.0,"{250.0: 3881, 265.0: 3859, 210.0: 3281, 200.0: 3274, 300.0: 3144}","{195.0: 5773, 150.0: 4481, 180.0: 3057, 190.0: 2472, 170.0: 2405}","{195.0: 7274, 200.0: 5196, 150.0: 4738, 210.0: 4319, 205.0: 4187}",0.849265708666504,0.849265708666504
3,2023-02-23,2023-03-17,135.0,825.0,"{300.0: 73781, 666.67: 70958, 825.0: 60257, 200.0: 44360, 400.0: 36957}","{200.0: 39722, 100.0: 39450, 135.0: 34328, 33.33: 33620, 150.0: 29199}","{200.0: 84082, 300.0: 74260, 666.67: 70958, 135.0: 61941, 825.0: 60257}",0.7237346283887189,0.7237346283887189
4,2023-02-23,2023-03-24,155.0,50.0,"{200.0: 3193, 210.0: 2786, 220.0: 2235, 250.0: 1909, 205.0: 1496}","{200.0: 2069, 50.0: 1544, 175.0: 1542, 170.0: 1212, 125.0: 1212}","{200.0: 5262, 210.0: 3220, 220.0: 3087, 250.0: 1962, 205.0: 1754}",0.8275872866760607,0.8275872866760607
5,2023-02-23,2023-03-31,155.0,300.0,"{202.5: 2264, 210.0: 1522, 250.0: 1249, 220.0: 1244, 230.0: 1172}","{195.0: 5307, 200.0: 1507, 185.0: 1311, 170.0: 1087, 205.0: 939}","{195.0: 5595, 202.5: 2682, 200.0: 2233, 210.0: 1981, 205.0: 1647}",1.0404178641485333,1.0404178641485333
6,2023-02-23,2023-04-21,80.0,600.0,"{80.0: 25226, 600.0: 21998, 316.67: 21952, 433.33: 17035, 200.0: 14900}","{100.0: 28229, 150.0: 19390, 191.67: 18428, 120.0: 14101, 75.0: 13319}","{100.0: 29794, 80.0: 29774, 150.0: 27747, 200.0: 24956, 125.0: 24095}",0.8238063177715378,0.8238063177715378
7,2023-02-23,2023-05-19,310.0,100.0,"{215.0: 26058, 210.0: 10784, 200.0: 8984, 180.0: 8034, 220.0: 7578}","{100.0: 19767, 140.0: 11624, 120.0: 8136, 110.0: 7316, 105.0: 6188}","{215.0: 28626, 100.0: 20868, 210.0: 13869, 140.0: 13512, 200.0: 12718}",1.0258732965170003,1.0258732965170003
8,2023-02-23,2023-06-16,150.0,825.0,"{825.0: 42746, 333.33: 33414, 200.0: 25610, 500.0: 21063, 466.67: 20924}","{1.67: 41939, 100.0: 30562, 200.0: 21982, 50.0: 17777, 33.33: 16918}","{200.0: 47592, 825.0: 42746, 1.67: 42042, 100.0: 34036, 333.33: 33645}",0.7554300254939756,0.7554300254939756
9,2023-02-23,2023-07-21,150.0,250.0,"{250.0: 24440, 210.0: 6786, 200.0: 5844, 225.0: 5282, 185.0: 3935}","{185.0: 13279, 100.0: 5839, 50.0: 5156, 120.0: 4550, 75.0: 4238}","{250.0: 25953, 185.0: 17214, 200.0: 9650, 210.0: 9143, 225.0: 7405}",1.0365892646811374,1.0365892646811374
