,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-15,2023-02-17,120.0,120.0,"{200.0: 51279, 220.0: 46112, 250.0: 44596, 210.0: 42814, 160.0: 37138}","{120.0: 64686, 70.0: 54688, 80.0: 52816, 190.0: 45576, 160.0: 40118}","{120.0: 90322, 160.0: 77256, 200.0: 73298, 190.0: 64799, 170.0: 57580}",1.0838040706815786,1.0838040706815786
1,2023-02-15,2023-02-24,200.0,360.0,"{200.0: 36430, 210.0: 17285, 240.0: 12024, 220.0: 10249, 360.0: 9407}","{190.0: 8128, 180.0: 7047, 150.0: 6900, 200.0: 6514, 170.0: 6231}","{200.0: 42944, 210.0: 18849, 190.0: 17367, 240.0: 12708, 170.0: 12561}",0.6786057809876261,0.6786057809876261
2,2023-02-15,2023-03-03,170.0,160.0,"{230.0: 8457, 200.0: 8113, 220.0: 7500, 300.0: 6005, 250.0: 5225}","{160.0: 11433, 150.0: 9347, 170.0: 4703, 144.0: 3163, 200.0: 3098}","{160.0: 12586, 200.0: 11211, 150.0: 10383, 230.0: 8744, 220.0: 7992}",0.873783327917305,0.873783327917305
3,2023-02-15,2023-03-10,177.5,310.0,"{265.0: 3328, 310.0: 2904, 200.0: 2393, 250.0: 2289, 300.0: 1973}","{180.0: 1907, 170.0: 1519, 200.0: 1469, 175.0: 1449, 190.0: 1422}","{200.0: 3862, 265.0: 3328, 310.0: 2915, 190.0: 2767, 180.0: 2546}",0.7862345472769796,0.7862345472769796
4,2023-02-15,2023-03-17,135.0,825.0,"{300.0: 71664, 666.67: 70229, 825.0: 60220, 200.0: 40928, 316.67: 29537}","{100.0: 39125, 200.0: 36493, 135.0: 33877, 33.33: 33639, 140.0: 31349}","{200.0: 77421, 300.0: 72123, 666.67: 70229, 135.0: 61517, 825.0: 60220}",0.714584070524162,0.714584070524162
5,2023-02-15,2023-03-24,155.0,50.0,"{220.0: 2824, 210.0: 2435, 200.0: 1880, 205.0: 1403, 250.0: 1245}","{200.0: 1672, 50.0: 1543, 180.0: 967, 170.0: 877, 150.0: 770}","{200.0: 3552, 220.0: 3404, 210.0: 2601, 50.0: 1554, 205.0: 1539}",0.7434471803018269,0.7434471803018269
6,2023-02-15,2023-03-31,155.0,150.0,"{250.0: 444, 220.0: 421, 210.0: 388, 280.0: 359, 260.0: 321}","{170.0: 669, 150.0: 447, 180.0: 266, 165.0: 243, 200.0: 238}","{170.0: 674, 150.0: 558, 200.0: 475, 210.0: 446, 250.0: 446}",0.7464444104603151,0.7464444104603151
7,2023-02-15,2023-04-21,80.0,600.0,"{80.0: 25226, 316.67: 22110, 600.0: 20942, 240.0: 13301, 200.0: 12937}","{100.0: 24803, 150.0: 17984, 191.67: 13928, 75.0: 13205, 125.0: 12282}","{80.0: 29782, 100.0: 26368, 150.0: 25717, 125.0: 23365, 200.0: 22429}",0.788808031276536,0.788808031276536
8,2023-02-15,2023-05-19,110.0,110.0,"{215.0: 25408, 110.0: 16001, 210.0: 9917, 180.0: 8035, 200.0: 7992}","{100.0: 19583, 140.0: 11598, 120.0: 7955, 110.0: 7219, 105.0: 6135}","{215.0: 26750, 110.0: 23220, 100.0: 20664, 140.0: 13483, 180.0: 12118}",0.9223878888475517,0.9223878888475517
9,2023-02-15,2023-06-16,150.0,825.0,"{825.0: 43100, 333.33: 33894, 200.0: 25968, 500.0: 21300, 466.67: 20895}","{1.67: 41911, 100.0: 27939, 200.0: 24411, 50.0: 17420, 33.33: 16804}","{200.0: 50379, 825.0: 43100, 1.67: 42017, 333.33: 34125, 100.0: 31420}",0.7493553369697283,0.7493553369697283
10,2023-02-15,2023-07-21,150.0,250.0,"{250.0: 24419, 225.0: 5154, 210.0: 4571, 200.0: 4342, 185.0: 3948}","{185.0: 13288, 100.0: 5710, 50.0: 5075, 120.0: 4570, 75.0: 4197}","{250.0: 25996, 185.0: 17236, 225.0: 7327, 150.0: 7007, 200.0: 6882}",1.0584585777126099,1.0584585777126099
11,2023-02-15,2023-09-15,150.0,758.33,"{758.33: 71850, 150.0: 33798, 180.0: 33730, 183.33: 32299, 153.33: 30477}","{1.67: 20022, 200.0: 17179, 116.67: 12229, 100.0: 11889, 33.33: 11362}","{758.33: 71850, 150.0: 43027, 180.0: 40429, 183.33: 37541, 153.33: 32321}",0.47627426546224044,0.47627426546224044
12,2023-02-15,2023-12-15,85.0,50.0,"{250.0: 15807, 260.0: 10133, 200.0: 8406, 205.0: 6473, 240.0: 5751}","{50.0: 13795, 150.0: 12374, 130.0: 11061, 160.0: 10978, 100.0: 6385}","{250.0: 19463, 50.0: 15074, 150.0: 13867, 160.0: 13819, 130.0: 11830}",1.1686300776171152,1.1686300776171152
13,2023-02-15,2024-01-19,100.0,825.0,"{825.0: 75351, 666.67: 40732, 180.0: 39031, 400.0: 38988, 366.67: 38786}","{100.0: 40116, 33.33: 32818, 50.0: 30752, 1.67: 29605, 200.0: 24005}","{825.0: 75351, 200.0: 56428, 100.0: 54079, 233.33: 50509, 180.0: 50184}",0.5230229143948136,0.5230229143948136
14,2023-02-15,2024-03-15,100.0,600.0,"{275.0: 8958, 200.0: 5227, 300.0: 4932, 266.67: 4461, 258.33: 4133}","{170.0: 8894, 133.33: 5693, 50.0: 5654, 200.0: 4711, 83.33: 4508}","{275.0: 9969, 200.0: 9938, 170.0: 9179, 100.0: 6546, 133.33: 6283}",0.9405174343613086,0.9405174343613086
15,2023-02-15,2024-06-21,83.33,758.33,"{400.0: 38812, 83.33: 30601, 600.0: 17157, 758.33: 14462, 616.67: 14010}","{1.67: 16447, 200.0: 9875, 150.0: 9868, 100.0: 9725, 233.33: 7246}","{400.0: 38847, 83.33: 34779, 600.0: 17157, 1.67: 17077, 100.0: 15086}",0.575980370729774,0.575980370729774
16,2023-02-15,2024-09-20,290.0,75.0,"{200.0: 1751, 190.0: 1491, 150.0: 1436, 350.0: 1430, 195.0: 1411}","{290.0: 2810, 150.0: 2727, 75.0: 2322, 100.0: 2217, 200.0: 1514}","{150.0: 4163, 290.0: 3277, 200.0: 3265, 100.0: 2596, 75.0: 2332}",1.059653049804141,1.059653049804141
17,2023-02-15,2025-01-17,40.0,610.0,"{170.0: 35399, 175.0: 33481, 300.0: 30490, 200.0: 28889, 400.0: 19394}","{100.0: 17618, 30.0: 16562, 40.0: 15783, 200.0: 12627, 150.0: 11867}","{170.0: 45083, 200.0: 41516, 175.0: 37996, 300.0: 33561, 40.0: 30491}",0.571546002270554,0.571546002270554
18,2023-02-15,2025-06-20,95.0,95.0,"{95.0: 46438, 90.0: 10311, 135.0: 4673, 200.0: 4240, 240.0: 4197}","{15.0: 5847, 100.0: 5128, 200.0: 3280, 140.0: 2771, 110.0: 1610}","{95.0: 46983, 90.0: 10751, 200.0: 7520, 100.0: 6101, 15.0: 5854}",0.4068920736515004,0.4068920736515004
