,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-22,2023-02-24,170.0,360.0,"{210.0: 42153, 220.0: 34873, 230.0: 24667, 225.0: 24164, 215.0: 22914}","{190.0: 27241, 180.0: 24790, 200.0: 18831, 185.0: 15806, 170.0: 14290}","{210.0: 49504, 190.0: 40284, 200.0: 38861, 220.0: 37594, 180.0: 30232}",0.8047038823551417,0.8047038823551417
1,2023-02-22,2023-03-03,170.0,340.0,"{220.0: 27314, 200.0: 22423, 210.0: 16392, 250.0: 9666, 230.0: 9460}","{150.0: 12437, 160.0: 11080, 190.0: 7617, 170.0: 6538, 200.0: 6290}","{200.0: 28713, 220.0: 28661, 210.0: 22233, 150.0: 13546, 160.0: 12492}",0.704312025486995,0.704312025486995
2,2023-02-22,2023-03-10,177.5,320.0,"{265.0: 3828, 250.0: 3737, 210.0: 2972, 300.0: 2940, 220.0: 2869}","{195.0: 5450, 180.0: 3237, 170.0: 2530, 190.0: 2400, 215.0: 2083}","{195.0: 6574, 200.0: 4176, 215.0: 4079, 190.0: 4065, 210.0: 4057}",0.8577578702458017,0.8577578702458017
3,2023-02-22,2023-03-17,135.0,825.0,"{300.0: 73699, 666.67: 70958, 825.0: 60250, 200.0: 44783, 400.0: 36863}","{200.0: 40359, 100.0: 38928, 135.0: 34198, 33.33: 33619, 140.0: 28774}","{200.0: 85142, 300.0: 74169, 666.67: 70958, 135.0: 61819, 825.0: 60250}",0.7211012733819896,0.7211012733819896
4,2023-02-22,2023-03-24,155.0,50.0,"{210.0: 2745, 200.0: 2679, 220.0: 2129, 205.0: 1505, 250.0: 1497}","{200.0: 1969, 50.0: 1543, 175.0: 1487, 125.0: 1184, 170.0: 1148}","{200.0: 4648, 210.0: 3183, 220.0: 2982, 205.0: 1748, 215.0: 1734}",0.8576651064265947,0.8576651064265947
5,2023-02-22,2023-03-31,155.0,300.0,"{202.5: 1928, 210.0: 1471, 230.0: 1349, 220.0: 1223, 250.0: 1217}","{195.0: 5249, 170.0: 1026, 205.0: 936, 190.0: 894, 180.0: 828}","{195.0: 5424, 202.5: 2349, 210.0: 1888, 205.0: 1648, 230.0: 1373}",0.9279503105590062,0.9279503105590062
6,2023-02-22,2023-04-21,80.0,600.0,"{80.0: 25226, 316.67: 21978, 600.0: 21693, 200.0: 13895, 433.33: 12434}","{100.0: 28181, 150.0: 18865, 191.67: 14213, 75.0: 13318, 125.0: 13233}","{80.0: 29797, 100.0: 29749, 150.0: 26691, 200.0: 24065, 125.0: 24059}",0.8275574053625527,0.8275574053625527
7,2023-02-22,2023-05-19,310.0,100.0,"{215.0: 25994, 210.0: 10548, 200.0: 8496, 180.0: 7974, 220.0: 7484}","{100.0: 19718, 140.0: 11474, 120.0: 8119, 110.0: 7297, 105.0: 6181}","{215.0: 27922, 100.0: 20808, 210.0: 13457, 140.0: 13363, 180.0: 12008}",1.0257366241168262,1.0257366241168262
8,2023-02-22,2023-06-16,10.0,825.0,"{825.0: 43457, 333.33: 33257, 200.0: 25727, 500.0: 22506, 466.67: 20915}","{1.67: 41939, 100.0: 30020, 200.0: 24664, 50.0: 17809, 33.33: 16916}","{200.0: 50391, 825.0: 43457, 1.67: 42042, 100.0: 33494, 333.33: 33488}",0.7574676024624524,0.7574676024624524
9,2023-02-22,2023-07-21,150.0,250.0,"{250.0: 24452, 200.0: 8810, 225.0: 5215, 210.0: 4675, 185.0: 3944}","{185.0: 13350, 100.0: 5843, 50.0: 5157, 120.0: 4593, 75.0: 4253}","{250.0: 26028, 185.0: 17294, 200.0: 12556, 225.0: 7340, 150.0: 7091}",1.0386081417608295,1.0386081417608295
