,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-13,2023-02-10,195.0,285.0,"{200.0: 31211, 220.0: 22580, 215.0: 22400, 210.0: 20801, 205.0: 20550}","{190.0: 34470, 185.0: 18282, 140.0: 17416, 192.5: 16032, 180.0: 15327}","{190.0: 34470, 200.0: 31211, 220.0: 22580, 215.0: 22400, 210.0: 20801}",1.0131451183478288,1.0131451183478288
1,2023-02-13,2023-02-17,120.0,70.0,"{220.0: 47492, 200.0: 41084, 250.0: 40765, 160.0: 29206, 120.0: 26378}","{70.0: 54687, 80.0: 52816, 120.0: 48811, 100.0: 39020, 150.0: 31349}","{120.0: 75189, 200.0: 58849, 160.0: 57622, 70.0: 54761, 80.0: 53005}",1.0353348362085089,1.0353348362085089
2,2023-02-13,2023-02-24,130.0,360.0,"{240.0: 8531, 210.0: 6003, 220.0: 5965, 200.0: 5758, 260.0: 5112}","{150.0: 5986, 155.0: 5817, 145.0: 4797, 160.0: 4291, 180.0: 4042}","{200.0: 9479, 240.0: 9155, 150.0: 9079, 155.0: 8978, 190.0: 7657}",0.8408132033218907,0.8408132033218907
3,2023-02-13,2023-03-03,170.0,300.0,"{200.0: 6621, 300.0: 6291, 250.0: 5325, 230.0: 4789, 215.0: 4485}","{160.0: 10467, 150.0: 6623, 170.0: 4514, 162.5: 4343, 145.0: 3541}","{160.0: 11560, 200.0: 9025, 150.0: 7640, 170.0: 6955, 300.0: 6343}",0.9280381952554915,0.9280381952554915
4,2023-02-13,2023-03-10,177.5,310.0,"{265.0: 3305, 310.0: 2917, 200.0: 2253, 250.0: 2202, 177.5: 1790}","{180.0: 1756, 170.0: 1409, 175.0: 1399, 200.0: 1264, 55.0: 1208}","{200.0: 3517, 265.0: 3305, 310.0: 2928, 180.0: 2396, 250.0: 2280}",0.7286127667993966,0.7286127667993966
5,2023-02-13,2023-03-17,135.0,825.0,"{300.0: 70638, 666.67: 70186, 825.0: 59957, 200.0: 41220, 316.67: 29538}","{100.0: 39225, 200.0: 35840, 135.0: 33783, 33.33: 33565, 140.0: 29693}","{200.0: 77060, 300.0: 71088, 666.67: 70186, 135.0: 61541, 825.0: 59957}",0.7032358440460983,0.7032358440460983
6,2023-02-13,2023-03-24,155.0,50.0,"{220.0: 2802, 210.0: 2400, 200.0: 1831, 205.0: 1244, 250.0: 864}","{200.0: 1616, 50.0: 1543, 150.0: 734, 190.0: 720, 180.0: 617}","{200.0: 3447, 220.0: 3366, 210.0: 2559, 50.0: 1554, 205.0: 1347}",0.7695406052688875,0.7695406052688875
7,2023-02-13,2023-03-31,150.0,300.0,"{220.0: 240, 250.0: 235, 215.0: 213, 260.0: 192, 275.0: 185}","{170.0: 602, 135.0: 219, 105.0: 142, 200.0: 139, 150.0: 138}","{170.0: 606, 200.0: 307, 150.0: 247, 220.0: 244, 250.0: 235}",0.9055699004057544,0.9055699004057544
8,2023-02-13,2023-04-21,80.0,600.0,"{80.0: 25226, 316.67: 22064, 600.0: 20654, 200.0: 12587, 433.33: 12429}","{100.0: 24257, 150.0: 17957, 191.67: 13882, 75.0: 13194, 125.0: 12344}","{80.0: 29778, 100.0: 25821, 150.0: 25170, 125.0: 23460, 316.67: 22066}",0.7963983237558081,0.7963983237558081
9,2023-02-13,2023-05-19,110.0,110.0,"{110.0: 16002, 210.0: 9879, 180.0: 8185, 200.0: 7136, 150.0: 3892}","{100.0: 19405, 140.0: 11225, 120.0: 7926, 110.0: 7217, 105.0: 6119}","{110.0: 23219, 100.0: 20484, 140.0: 13110, 180.0: 12296, 210.0: 10715}",1.1666895950841474,1.1666895950841474
10,2023-02-13,2023-06-16,10.0,825.0,"{825.0: 40725, 333.33: 33724, 200.0: 24155, 500.0: 21011, 466.67: 20891}","{1.67: 41911, 100.0: 27830, 200.0: 21673, 50.0: 17437, 33.33: 16625}","{200.0: 45828, 1.67: 42017, 825.0: 40725, 333.33: 33955, 100.0: 31312}",0.7536845126743277,0.7536845126743277
11,2023-02-13,2023-07-21,150.0,250.0,"{250.0: 24450, 225.0: 4867, 210.0: 4510, 200.0: 4236, 185.0: 3910}","{185.0: 12996, 100.0: 5639, 50.0: 5106, 120.0: 4406, 75.0: 4152}","{250.0: 26027, 185.0: 16906, 150.0: 7026, 225.0: 7025, 200.0: 6734}",1.1100201088822403,1.1100201088822403
12,2023-02-13,2023-09-15,150.0,758.33,"{758.33: 71839, 150.0: 33801, 180.0: 33750, 183.33: 32298, 153.33: 30481}","{1.67: 20022, 200.0: 17061, 116.67: 12225, 100.0: 11955, 33.33: 11366}","{758.33: 71839, 150.0: 43023, 180.0: 40231, 183.33: 37569, 153.33: 32325}",0.4711537770624205,0.4711537770624205
13,2023-02-13,2023-12-15,85.0,50.0,"{250.0: 15688, 260.0: 10088, 200.0: 8238, 205.0: 6472, 240.0: 5754}","{50.0: 13779, 150.0: 12314, 160.0: 10766, 130.0: 10688, 100.0: 6147}","{250.0: 19347, 50.0: 15056, 150.0: 13823, 160.0: 13600, 130.0: 11457}",1.1791393873778178,1.1791393873778178
14,2023-02-13,2024-01-19,100.0,825.0,"{825.0: 74136, 666.67: 40837, 180.0: 39064, 366.67: 38793, 400.0: 38384}","{100.0: 39926, 33.33: 32836, 50.0: 30768, 1.67: 29442, 200.0: 24179}","{825.0: 74136, 200.0: 57254, 100.0: 53833, 233.33: 51086, 180.0: 50173}",0.5233422142363853,0.5233422142363853
15,2023-02-13,2024-03-15,100.0,600.0,"{275.0: 8960, 200.0: 5240, 300.0: 4859, 266.67: 4462, 258.33: 4133}","{170.0: 8893, 133.33: 5692, 50.0: 5597, 200.0: 4687, 83.33: 4508}","{275.0: 9966, 200.0: 9927, 170.0: 9177, 100.0: 6440, 133.33: 6282}",0.9471878102473346,0.9471878102473346
16,2023-02-13,2024-06-21,83.33,758.33,"{400.0: 38869, 83.33: 30601, 600.0: 17158, 758.33: 14641, 616.67: 14018}","{1.67: 16473, 150.0: 9869, 200.0: 9834, 100.0: 9747, 233.33: 7155}","{400.0: 38904, 83.33: 34810, 600.0: 17158, 1.67: 17103, 100.0: 15100}",0.5759019701617889,0.5759019701617889
17,2023-02-13,2024-09-20,290.0,290.0,"{200.0: 1768, 190.0: 1486, 220.0: 1457, 350.0: 1432, 150.0: 1425}","{290.0: 2808, 150.0: 2727, 75.0: 2322, 100.0: 2203, 200.0: 1514}","{150.0: 4152, 200.0: 3282, 290.0: 3275, 100.0: 2580, 75.0: 2332}",1.0596031477088745,1.0596031477088745
18,2023-02-13,2025-01-17,40.0,610.0,"{170.0: 35438, 175.0: 33492, 300.0: 30564, 200.0: 28864, 400.0: 19336}","{100.0: 17602, 30.0: 16562, 40.0: 15780, 200.0: 12582, 150.0: 11821}","{170.0: 45130, 200.0: 41446, 175.0: 37989, 300.0: 33639, 40.0: 30492}",0.5767523807932238,0.5767523807932238
19,2023-02-13,2025-06-20,95.0,95.0,"{95.0: 46412, 90.0: 10297, 135.0: 4715, 240.0: 4144, 200.0: 3967}","{15.0: 5847, 100.0: 5442, 200.0: 3214, 140.0: 2295, 130.0: 2016}","{95.0: 46938, 90.0: 10727, 200.0: 7181, 100.0: 6376, 15.0: 5854}",0.409081827782059,0.409081827782059
