,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-16,2023-02-17,105.0,120.0,"{200.0: 48525, 220.0: 47412, 250.0: 43497, 160.0: 36996, 210.0: 36752}","{120.0: 64688, 70.0: 54688, 80.0: 52812, 190.0: 47947, 160.0: 40128}","{120.0: 87788, 200.0: 77672, 160.0: 77124, 190.0: 68606, 210.0: 56108}",1.1309065528906252,1.1309065528906252
1,2023-02-16,2023-02-24,200.0,360.0,"{210.0: 25368, 200.0: 22229, 220.0: 19840, 240.0: 13472, 230.0: 10556}","{190.0: 14432, 180.0: 12751, 200.0: 11548, 155.0: 7805, 150.0: 7394}","{200.0: 33777, 210.0: 30572, 190.0: 23773, 220.0: 21189, 180.0: 17700}",0.7186466415659518,0.7186466415659518
2,2023-02-16,2023-03-03,200.0,150.0,"{230.0: 8803, 200.0: 8263, 300.0: 6731, 250.0: 6635, 220.0: 6038}","{160.0: 11264, 150.0: 9780, 170.0: 4921, 200.0: 3518, 180.0: 3203}","{160.0: 12455, 200.0: 11781, 150.0: 10829, 230.0: 9118, 170.0: 7367}",0.8018524463630713,0.8018524463630713
3,2023-02-16,2023-03-10,177.5,310.0,"{265.0: 3408, 310.0: 2783, 250.0: 2621, 300.0: 2174, 200.0: 2013}","{195.0: 3784, 180.0: 2587, 170.0: 1590, 190.0: 1531, 200.0: 1526}","{195.0: 4508, 200.0: 3539, 265.0: 3410, 180.0: 3225, 190.0: 2981}",0.8631023937572498,0.8631023937572498
4,2023-02-16,2023-03-17,135.0,825.0,"{300.0: 72748, 666.67: 70245, 825.0: 60223, 200.0: 39751, 316.67: 29631}","{100.0: 39039, 200.0: 36704, 135.0: 33858, 33.33: 33639, 140.0: 29832}","{200.0: 76455, 300.0: 73207, 666.67: 70245, 135.0: 61498, 825.0: 60223}",0.7135052873176935,0.7135052873176935
5,2023-02-16,2023-03-24,200.0,50.0,"{220.0: 2733, 200.0: 2520, 210.0: 2418, 270.0: 1593, 205.0: 1311}","{200.0: 1691, 50.0: 1543, 180.0: 1140, 170.0: 892, 150.0: 763}","{200.0: 4211, 220.0: 3321, 210.0: 2671, 270.0: 1595, 50.0: 1564}",0.6733823361389344,0.6733823361389344
6,2023-02-16,2023-03-31,155.0,150.0,"{210.0: 715, 250.0: 622, 220.0: 607, 280.0: 495, 230.0: 458}","{170.0: 706, 180.0: 510, 150.0: 510, 175.0: 399, 200.0: 292}","{210.0: 846, 180.0: 757, 170.0: 716, 150.0: 626, 250.0: 624}",0.6736764239670295,0.6736764239670295
7,2023-02-16,2023-04-21,80.0,600.0,"{80.0: 25226, 316.67: 22098, 600.0: 20965, 240.0: 13610, 200.0: 13241}","{100.0: 25447, 150.0: 17614, 191.67: 13902, 75.0: 13208, 125.0: 12268}","{80.0: 29778, 100.0: 27007, 150.0: 25272, 125.0: 23348, 200.0: 22614}",0.7873839524937055,0.7873839524937055
8,2023-02-16,2023-05-19,310.0,100.0,"{215.0: 25923, 210.0: 10221, 200.0: 7993, 180.0: 7978, 220.0: 7427}","{100.0: 19550, 140.0: 11562, 120.0: 7947, 110.0: 7217, 105.0: 6126}","{215.0: 27315, 100.0: 20635, 140.0: 13447, 210.0: 12030, 180.0: 12017}",1.0398678137461144,1.0398678137461144
9,2023-02-16,2023-06-16,150.0,825.0,"{825.0: 43189, 333.33: 33813, 200.0: 25881, 500.0: 21570, 466.67: 20903}","{1.67: 41937, 100.0: 28610, 200.0: 24521, 50.0: 17415, 33.33: 16785}","{200.0: 50402, 825.0: 43189, 1.67: 42044, 333.33: 34044, 100.0: 32091}",0.7499319135906919,0.7499319135906919
