expirationDate,Strike,CallsOI,CallsVolume,CallLastPrice,CallIV,CallInMoney,Calls_dollarsFromStrike,Calls_dollarsFromStrikeXoi,CallLastPrice,Calls_lastPriceXoi,PutsOI,PutsVolume,PutLastPrice,Puts_lastPriceXoi,PutIV,PutInMoney,Puts_dollarsFromStrike,Puts_dollarsFromStrikeXoi,PutLastPrice,TotalOI
2023-04-21,55.0,514.0,26.0,11.22,1.0000000000000003e-05,True,7.650001525878906,3932.100784301758,11.22,5767.08,1724.0,223.0,3.05,5258.2,0.062509375,False,7.650001525878906,13188.602630615234,3.05,2238.0
2023-04-21,60.0,1491.0,134.0,7.93,1.0000000000000003e-05,True,2.6500015258789062,3951.152275085449,7.93,11823.63,1244.0,216.0,5.1,6344.4,0.0312596875,False,2.6500015258789062,3296.6018981933594,5.1,2735.0
2023-04-21,65.0,1311.0,302.0,5.65,0.0312596875,False,2.3499984741210938,3080.847999572754,5.65,7407.150000000001,982.0,321.0,7.5,7365.0,1.0000000000000003e-05,True,2.3499984741210938,2307.698501586914,7.5,2293.0
2023-04-21,70.0,1223.0,470.0,3.7,0.062509375,False,7.349998474121094,8989.048133850098,3.7,4525.1,717.0,78.0,10.63,7621.710000000001,1.0000000000000003e-05,True,7.349998474121094,5269.948905944824,10.63,1940.0
2023-04-21,75.0,1578.0,242.0,2.43,0.12500875,False,12.349998474121094,19488.297592163086,2.43,3834.5400000000004,1006.0,55.0,14.2,14285.199999999999,1.0000000000000003e-05,True,12.349998474121094,12424.09846496582,14.2,2584.0
2023-04-21,80.0,1268.0,152.0,1.5,0.12500875,False,17.349998474121094,21999.798065185547,1.5,1902.0,85.0,5.0,16.0,1360.0,1.0000000000000003e-05,True,17.349998474121094,1474.749870300293,16.0,1353.0
2023-04-21,85.0,969.0,612.0,0.92,0.12500875,False,22.349998474121094,21657.14852142334,0.92,891.48,139.0,1.0,23.15,3217.85,1.0000000000000003e-05,True,22.349998474121094,3106.649787902832,23.15,1108.0
2023-04-21,90.0,562.0,58.0,0.56,0.2500075,False,27.349998474121094,15370.699142456055,0.56,314.72,44.0,1.0,25.65,1128.6,1.0000000000000003e-05,True,27.349998474121094,1203.3999328613281,25.65,606.0
2023-04-21,95.0,442.0,23.0,0.36,0.2500075,False,32.349998474121094,14298.699325561523,0.36,159.12,6.0,1.0,26.65,159.89999999999998,1.0000000000000003e-05,True,32.349998474121094,194.09999084472656,26.65,448.0
2023-04-21,100.0,1121.0,62.0,0.23,0.2500075,False,37.349998474121094,41869.348289489746,0.23,257.83,5.0,3.0,37.5,187.5,1.0000000000000003e-05,True,37.349998474121094,186.74999237060547,37.5,1126.0
2023-04-21,105.0,829.0,7.0,0.16,0.2500075,False,42.349998474121094,35108.14873504639,0.16,132.64000000000001,1.0,1.0,39.89,39.89,1.0000000000000003e-05,True,42.349998474121094,42.349998474121094,39.89,830.0
2023-04-21,110.0,284.0,13.0,0.1,0.2500075,False,47.349998474121094,13447.39956665039,0.1,28.400000000000002,1.0,16.0,39.27,39.27,1.0000000000000003e-05,True,47.349998474121094,47.349998474121094,39.27,285.0
2023-04-21,115.0,307.0,1.0,0.07,0.2500075,False,52.349998474121094,16071.449531555176,0.07,21.490000000000002,0.0,8.0,54.86,0.0,3.4282240856933597,True,52.349998474121094,0.0,54.86,307.0
2023-04-21,120.0,432.0,26.0,0.05,0.2500075,False,57.349998474121094,24775.199340820312,0.05,21.6,4.0,4.0,51.51,206.04,1.0000000000000003e-05,True,57.349998474121094,229.39999389648438,51.51,436.0
2023-04-21,125.0,1223.0,523.0,0.04,0.500005,False,62.349998474121094,76254.0481338501,0.04,48.92,0.0,5.0,57.0,0.0,1.0000000000000003e-05,True,62.349998474121094,0.0,57.0,1223.0
2023-06-16,20.0,26.0,3.0,45.0,1.0000000000000003e-05,True,42.650001525878906,1108.9000396728516,45.0,1170.0,252.0,1.0,0.02,5.04,0.500005,False,42.650001525878906,10747.800384521484,0.02,278.0
2023-06-16,22.5,1.0,1.0,21.0,1.3286166381835933,True,40.150001525878906,40.150001525878906,21.0,21.0,2321.0,10.0,0.1,232.10000000000002,0.500005,False,40.150001525878906,93188.15354156494,0.1,2322.0
2023-06-16,25.0,1.0,1.0,36.35,1.0000000000000003e-05,True,37.650001525878906,37.650001525878906,36.35,36.35,1567.0,22.0,0.17,266.39000000000004,0.2500075,False,37.650001525878906,58997.552391052246,0.17,1568.0
2023-06-16,30.0,12.0,1.0,35.0,1.0000000000000003e-05,True,32.650001525878906,391.8000183105469,35.0,420.0,3257.0,7.0,0.4,1302.8000000000002,0.2500075,False,32.650001525878906,106341.0549697876,0.4,3269.0
2023-06-16,35.0,109.0,1.0,31.57,1.0000000000000003e-05,True,27.650001525878906,3013.850166320801,31.57,3441.13,2178.0,1.0,0.82,1785.9599999999998,0.2500075,False,27.650001525878906,60221.70332336426,0.82,2287.0
2023-06-16,40.0,207.0,2.0,24.78,1.0000000000000003e-05,True,22.650001525878906,4688.550315856934,24.78,5129.46,3354.0,31.0,1.51,5064.54,0.2500075,False,22.650001525878906,75968.10511779785,1.51,3561.0
2023-06-16,45.0,425.0,1.0,20.45,1.0000000000000003e-05,True,17.650001525878906,7501.250648498535,20.45,8691.25,8172.0,60.0,2.47,20184.84,0.12500875,False,17.650001525878906,144235.81246948242,2.47,8597.0
2023-06-16,50.0,1029.0,423.0,17.49,1.0000000000000003e-05,True,12.650001525878906,13016.851570129395,17.49,17997.21,9285.0,98.0,4.05,37604.25,0.12500875,False,12.650001525878906,117455.26416778564,4.05,10314.0
2023-06-16,55.0,1717.0,8.0,17.55,1.0000000000000003e-05,True,7.650001525878906,13135.052619934082,17.55,30133.350000000002,1911.0,3.0,5.77,11026.47,0.062509375,False,7.650001525878906,14619.15291595459,5.77,3628.0
2023-06-16,60.0,2325.0,16.0,11.24,1.0000000000000003e-05,True,2.6500015258789062,6161.253547668457,11.24,26133.0,1346.0,48.0,7.98,10741.08,0.015634843750000002,False,2.6500015258789062,3566.902053833008,7.98,3671.0
2023-06-16,65.0,1291.0,21.0,9.2,0.015634843750000002,False,2.3499984741210938,3033.848030090332,9.2,11877.199999999999,984.0,37.0,10.42,10253.28,1.0000000000000003e-05,True,2.3499984741210938,2312.3984985351562,10.42,2275.0
2023-06-16,70.0,1775.0,87.0,7.1,0.062509375,False,7.349998474121094,13046.247291564941,7.1,12602.5,749.0,5.0,13.4,10036.6,1.0000000000000003e-05,True,7.349998474121094,5505.148857116699,13.4,2524.0
2023-06-16,75.0,1193.0,92.0,5.44,0.062509375,False,12.349998474121094,14733.548179626465,5.44,6489.92,1003.0,18.0,16.77,16820.31,1.0000000000000003e-05,True,12.349998474121094,12387.048469543457,16.77,2196.0
2023-06-16,80.0,1715.0,98.0,4.3,0.12500875,False,17.349998474121094,29755.247383117676,4.3,7374.5,577.0,3.0,19.25,11107.25,1.0000000000000003e-05,True,17.349998474121094,10010.949119567871,19.25,2292.0
2023-06-16,85.0,980.0,7.0,3.1,0.12500875,False,22.349998474121094,21902.998504638672,3.1,3038.0,1197.0,40.0,21.65,25915.05,1.0000000000000003e-05,True,22.349998474121094,26752.94817352295,21.65,2177.0
2023-06-16,90.0,1455.0,117.0,2.31,0.12500875,False,27.349998474121094,39794.24777984619,2.31,3361.05,216.0,22.0,26.7,5767.2,1.0000000000000003e-05,True,27.349998474121094,5907.599670410156,26.7,1671.0
2023-06-16,95.0,710.0,91.0,1.84,0.12500875,False,32.349998474121094,22968.498916625977,1.84,1306.4,59.0,1.0,29.5,1740.5,1.0000000000000003e-05,True,32.349998474121094,1908.6499099731445,29.5,769.0
2023-06-16,100.0,3182.0,109.0,1.35,0.2500075,False,37.349998474121094,118847.69514465332,1.35,4295.700000000001,47.0,1.0,33.35,1567.45,1.0000000000000003e-05,True,37.349998474121094,1755.4499282836914,33.35,3229.0
2023-06-16,105.0,648.0,4.0,1.0,0.2500075,False,42.349998474121094,27442.79901123047,1.0,648.0,69.0,1.0,40.38,2786.2200000000003,1.0000000000000003e-05,True,42.349998474121094,2922.1498947143555,40.38,717.0
2023-06-16,110.0,1294.0,14.0,0.78,0.2500075,False,47.349998474121094,61270.898025512695,0.78,1009.32,25.0,2.0,40.25,1006.25,1.0000000000000003e-05,True,47.349998474121094,1183.7499618530273,40.25,1319.0
2023-06-16,115.0,685.0,11.0,0.56,0.2500075,False,52.349998474121094,35859.74895477295,0.56,383.6,5.0,2.0,42.8,214.0,1.0000000000000003e-05,True,52.349998474121094,261.74999237060547,42.8,690.0
2023-06-16,120.0,903.0,5.0,0.42,0.2500075,False,57.349998474121094,51787.04862213135,0.42,379.26,18.0,1.0,71.82,1292.7599999999998,1.6950698840332032,True,57.349998474121094,1032.2999725341797,71.82,921.0
2023-06-16,125.0,900.0,35.0,0.34,0.2500075,False,62.349998474121094,56114.998626708984,0.34,306.0,54.0,12.0,56.75,3064.5,1.7019057873535157,True,62.349998474121094,3366.899917602539,56.75,954.0
2023-06-16,130.0,543.0,2.0,0.37,0.2500075,False,67.3499984741211,36571.049171447754,0.37,200.91,0.0,2.0,58.3,0.0,1.0000000000000003e-05,True,67.3499984741211,0.0,58.3,543.0
2023-06-16,135.0,737.0,37.0,0.18,0.2500075,False,72.3499984741211,53321.948875427246,0.18,132.66,0.0,2.0,64.87,0.0,1.0000000000000003e-05,True,72.3499984741211,0.0,64.87,737.0
2023-06-16,140.0,1467.0,35.0,0.23,0.2500075,False,77.3499984741211,113472.44776153564,0.23,337.41,0.0,1.0,67.5,0.0,1.0000000000000003e-05,True,77.3499984741211,0.0,67.5,1467.0
2023-07-21,20.0,6.0,1.0,46.0,1.0000000000000003e-05,True,42.650001525878906,255.90000915527344,46.0,276.0,311.0,71.0,0.1,31.1,0.500005,False,42.650001525878906,13264.15047454834,0.1,317.0
2023-07-21,22.5,0.0,,24.88,1.0000000000000003e-05,True,40.150001525878906,0.0,24.88,0.0,116.0,5.0,0.15,17.4,0.2500075,False,40.150001525878906,4657.400177001953,0.15,116.0
2023-07-21,25.0,1.0,1.0,28.5,0.999023447265625,True,37.650001525878906,37.650001525878906,28.5,28.5,204.0,1.0,0.22,44.88,0.2500075,False,37.650001525878906,7680.600311279297,0.22,205.0
2023-07-21,30.0,249.0,48.0,17.0,1.0266161950683594,True,32.650001525878906,8129.850379943848,17.0,4233.0,1858.0,39.0,0.56,1040.48,0.2500075,False,32.650001525878906,60663.70283508301,0.56,2107.0
2023-07-21,35.0,7.0,15.0,35.6,1.0000000000000003e-05,True,27.650001525878906,193.55001068115234,35.6,249.20000000000002,2062.0,82.0,1.11,2288.82,0.2500075,False,27.650001525878906,57014.303146362305,1.11,2069.0
2023-07-21,40.0,133.0,1.0,35.85,1.0000000000000003e-05,True,22.650001525878906,3012.4502029418945,35.85,4768.05,2811.0,42.0,1.93,5425.23,0.12500875,False,22.650001525878906,63669.154289245605,1.93,2944.0
2023-07-21,45.0,95.0,5.0,24.1,1.0000000000000003e-05,True,17.650001525878906,1676.750144958496,24.1,2289.5,824.0,3.0,3.1,2554.4,0.12500875,False,17.650001525878906,14543.601257324219,3.1,919.0
2023-07-21,50.0,325.0,4.0,18.09,1.0000000000000003e-05,True,12.650001525878906,4111.2504959106445,18.09,5879.25,823.0,52.0,4.66,3835.1800000000003,0.062509375,False,12.650001525878906,10410.95125579834,4.66,1148.0
2023-07-21,55.0,295.0,13.0,15.09,1.0000000000000003e-05,True,7.650001525878906,2256.7504501342773,15.09,4451.55,1434.0,2.0,6.55,9392.699999999999,0.062509375,False,7.650001525878906,10970.102188110352,6.55,1729.0
2023-07-21,60.0,160.0,3.0,12.5,1.0000000000000003e-05,True,2.6500015258789062,424.000244140625,12.5,2000.0,939.0,97.0,8.82,8281.98,0.015634843750000002,False,2.6500015258789062,2488.351432800293,8.82,1099.0
2023-07-21,65.0,600.0,2.0,10.5,0.015634843750000002,False,2.3499984741210938,1409.9990844726562,10.5,6300.0,393.0,9.0,11.42,4488.06,1.0000000000000003e-05,True,2.3499984741210938,923.5494003295898,11.42,993.0
