maturitydate,01/05/23,01/06/23,01/09/23,01/10/23,01/11/23,01/12/23,01/13/23,01/17/23,01/18/23,01/20/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/17/23,03/31/23,04/21/23,06/16/23,06/30/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
01/05/23,382.00,383.00,384.00,381.00,382.00,384.00,386.00,382.00,386.00,390.00,385.00,384.00,382.00,392.00,340.00,395.00,383.00,400.00,390.00,380.00,410.00,380.00,410.00,395.00,400.00
