maturitydate,01/25/23,01/26/23,01/27/23,01/30/23,01/31/23,02/01/23,02/02/23,02/03/23,02/06/23,02/07/23,02/08/23,02/10/23,02/17/23,02/24/23,03/03/23,03/17/23,03/31/23,04/21/23,05/19/23,06/16/23,06/30/23,07/21/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
01/25/23,399.00,398.00,397.00,397.00,398.00,400.00,397.00,395.00,399.00,401.00,340.00,397.00,395.00,397.50,396.00,395.00,388.00,400.00,400.00,391.00,391.00,405.00,405.00,385.00,410.00,400.00,400.00
