maturitydate,01/09/23,01/10/23,01/11/23,01/12/23,01/13/23,01/17/23,01/18/23,01/19/23,01/20/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/17/23,03/31/23,04/21/23,05/19/23,06/16/23,06/30/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
01/09/23,385.0,384.0,383.0,387.0,385.0,383.0,382.0,379.0,390.0,384.0,385.0,384.0,390.0,387.0,394.0,383.0,400.0,395.0,388.0,380.0,405.0,380.0,410.0,380.0,400.0
