maturitydate,01/31/23,02/01/23,02/02/23,02/03/23,02/06/23,02/07/23,02/08/23,02/09/23,02/10/23,02/13/23,02/14/23,02/17/23,02/24/23,03/03/23,03/10/23,03/17/23,03/31/23,04/21/23,05/19/23,06/16/23,06/30/23,07/21/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
01/31/23,401.00,401.00,402.00,397.50,404.00,406.00,405.00,405.00,399.00,350.00,350.00,397.00,400.00,400.00,403.00,397.00,390.00,404.00,400.00,394.00,397.00,405.00,405.00,390.00,410.00,400.00,400.00
