maturitydate,01/12/23,01/13/23,01/17/23,01/18/23,01/19/23,01/20/23,01/23/23,01/24/23,01/25/23,01/26/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/03/23,03/17/23,03/31/23,04/21/23,05/19/23,06/16/23,06/30/23,07/21/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
01/12/23,392.00,390.00,392.00,393.00,392.00,390.00,394.00,392.00,393.00,330.00,387.50,388.00,390.00,391.00,395.00,350.00,394.00,385.00,400.00,393.00,390.00,385.00,150.00,405.00,385.00,410.00,390.00,400.00
