maturitydate,02/09/23,02/10/23,02/13/23,02/14/23,02/15/23,02/16/23,02/17/23,02/21/23,02/22/23,02/24/23,03/03/23,03/10/23,03/17/23,03/24/23,03/31/23,04/21/23,05/19/23,06/16/23,06/30/23,07/21/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
02/09/23,410.00,410.00,413.00,415.00,414.00,414.00,400.00,410.00,410.00,410.00,410.00,416.00,400.00,412.00,395.00,410.00,415.00,400.00,400.00,415.00,410.00,390.00,410.00,405.00,400.00
