maturitydate,01/10/23,01/11/23,01/12/23,01/13/23,01/17/23,01/18/23,01/19/23,01/20/23,01/23/23,01/24/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/17/23,03/31/23,04/21/23,05/19/23,06/16/23,06/30/23,09/15/23,09/29/23,12/15/23,12/29/23,01/19/24
01/10/23,388.00,388.00,390.00,387.00,387.00,386.00,390.00,390.00,340.00,340.00,385.00,386.00,385.00,390.00,394.00,394.00,385.00,400.00,392.00,389.00,382.00,405.00,385.00,410.00,388.00,400.00
