maturitydate,12/28/22,12/29/22,12/30/22,01/03/23,01/04/23,01/05/23,01/06/23,01/09/23,01/10/23,01/13/23,01/20/23,01/27/23,02/03/23,02/17/23,03/17/23,03/31/23,04/21/23,06/16/23
12/28/22,382.00,382.00,385.00,382.00,382.00,382.00,385.00,330.00,330.00,390.00,390.00,385.00,387.00,396.00,395.00,381.00,400.00,391.00
