maturitydate,12/29/22,12/30/22,01/03/23,01/04/23,01/05/23,01/06/23,01/09/23,01/10/23,01/11/23,01/13/23,01/20/23,01/27/23,02/03/23,02/10/23,02/17/23,03/17/23,03/31/23,04/21/23,06/16/23
12/29/22,380.00,382.00,381.00,382.00,381.00,383.00,384.00,382.00,320.00,388.00,390.00,385.00,386.00,335.00,395.00,395.00,380.00,400.00,390.00
