,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-14,2023-02-17,45.0,30.0,"{65.0: 4561, 90.0: 3868, 85.0: 3794, 60.0: 3505, 55.0: 2473}","{35.0: 6008, 30.0: 5244, 45.0: 4446, 50.0: 3925, 40.0: 2835}","{35.0: 6093, 50.0: 5986, 45.0: 5744, 65.0: 5651, 30.0: 5339}",1.074160885055316,1.074160885055316
1,2023-02-14,2023-02-24,48.0,25.0,"{70.0: 862, 60.0: 723, 57.0: 498, 64.0: 470, 48.0: 440}","{25.0: 2503, 35.0: 487, 56.0: 441, 50.0: 341, 40.0: 283}","{25.0: 2507, 70.0: 884, 60.0: 835, 52.0: 602, 50.0: 588}",1.0079070324667545,1.0079070324667545
2,2023-02-14,2023-03-03,64.0,25.0,"{67.0: 850, 65.0: 651, 70.0: 547, 100.0: 232, 85.0: 144}","{45.0: 1008, 25.0: 743, 38.0: 272, 35.0: 201, 47.0: 144}","{45.0: 1018, 67.0: 856, 25.0: 743, 65.0: 707, 70.0: 567}",1.0659313111055402,1.0659313111055402
3,2023-02-14,2023-03-10,70.0,30.0,"{70.0: 152, 90.0: 102, 65.0: 89, 54.0: 85, 63.0: 82}","{30.0: 2551, 44.0: 309, 46.0: 291, 45.0: 155, 52.0: 87}","{30.0: 2551, 44.0: 309, 46.0: 291, 70.0: 187, 45.0: 157}",3.275646045418951,3.275646045418951
4,2023-02-14,2023-03-17,60.0,30.0,"{100.0: 2894, 85.0: 2425, 65.0: 2338, 110.0: 2106, 55.0: 1966}","{35.0: 8001, 30.0: 7652, 45.0: 3128, 25.0: 2921, 50.0: 2906}","{35.0: 8190, 30.0: 7665, 50.0: 4092, 55.0: 3720, 45.0: 3590}",1.4154525965787286,1.4154525965787286
5,2023-02-14,2023-03-24,60.0,100.0,"{60.0: 57, 100.0: 48, 95.0: 47, 69.0: 45, 55.0: 35}","{55.0: 198, 40.0: 128, 54.0: 111, 45.0: 70, 50.0: 48}","{55.0: 233, 40.0: 128, 54.0: 111, 60.0: 96, 45.0: 75}",1.410488245931284,1.410488245931284
6,2023-02-14,2023-03-31,45.0,85.0,"{85.0: 121, 75.0: 52, 90.0: 43, 45.0: 24, 68.0: 21}","{40.0: 137, 47.0: 32, 49.0: 27, 48.0: 25, 64.0: 21}","{40.0: 137, 85.0: 121, 75.0: 52, 90.0: 43, 47.0: 42}",1.052325581395349,1.052325581395349
7,2023-02-14,2023-04-21,75.0,100.0,"{100.0: 1477, 60.0: 1351, 70.0: 1225, 65.0: 1105, 75.0: 939}","{30.0: 2455, 50.0: 2074, 45.0: 1492, 40.0: 1252, 25.0: 1185}","{50.0: 2582, 30.0: 2477, 60.0: 2193, 45.0: 1858, 65.0: 1747}",1.1631217987672542,1.1631217987672542
8,2023-02-14,2023-06-16,85.0,140.0,"{60.0: 2295, 70.0: 1743, 55.0: 1695, 100.0: 1518, 140.0: 1446}","{50.0: 9231, 45.0: 8408, 40.0: 3632, 30.0: 3233, 35.0: 2162}","{50.0: 9850, 45.0: 8839, 40.0: 3845, 55.0: 3568, 30.0: 3245}",1.710572548312987,1.710572548312987
9,2023-02-14,2023-07-21,80.0,85.0,"{85.0: 1371, 80.0: 823, 65.0: 590, 70.0: 564, 75.0: 480}","{30.0: 1742, 40.0: 1683, 35.0: 1599, 55.0: 1353, 45.0: 853}","{30.0: 1991, 40.0: 1816, 85.0: 1761, 80.0: 1628, 35.0: 1614}",1.9788350533496588,1.9788350533496588
10,2023-02-14,2023-09-15,40.0,40.0,"{60.0: 3896, 40.0: 1834, 65.0: 863, 90.0: 443, 80.0: 396}","{35.0: 1439, 40.0: 1280, 45.0: 1020, 50.0: 609, 25.0: 299}","{60.0: 4064, 40.0: 3114, 35.0: 1474, 65.0: 1112, 45.0: 1037}",0.6796360589009937,0.6796360589009937
11,2023-02-14,2024-01-19,90.0,520.0,"{520.0: 2790, 300.0: 2236, 120.0: 2138, 90.0: 2055, 200.0: 1657}","{45.0: 2215, 60.0: 2144, 30.0: 2008, 40.0: 1633, 35.0: 1141}","{90.0: 2856, 60.0: 2794, 520.0: 2790, 45.0: 2602, 40.0: 2465}",0.47378214741987446,0.47378214741987446
12,2023-02-14,2024-06-21,80.0,35.0,"{90.0: 42, 70.0: 35, 80.0: 33, 65.0: 32, 60.0: 30}","{45.0: 427, 35.0: 414, 50.0: 97, 80.0: 85, 60.0: 54}","{45.0: 435, 35.0: 424, 50.0: 125, 80.0: 118, 60.0: 84}",4.219672131147541,4.219672131147541
13,2023-02-14,2025-01-17,75.0,110.0,"{60.0: 1882, 110.0: 933, 65.0: 918, 105.0: 476, 100.0: 232}","{75.0: 1040, 50.0: 565, 45.0: 356, 55.0: 307, 35.0: 269}","{60.0: 2093, 75.0: 1216, 110.0: 1022, 65.0: 969, 50.0: 709}",0.6398421413864104,0.6398421413864104
