,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-15,2023-02-14,407.0,377.0,"{414.0: 25089, 415.0: 19846, 416.0: 15960, 417.0: 15137, 420.0: 15080}","{405.0: 46281, 410.0: 29381, 408.0: 27693, 400.0: 22278, 409.0: 22270}","{405.0: 46281, 410.0: 29381, 408.0: 27693, 414.0: 25089, 400.0: 22278}",1.8864669977858894,1.8864669977858894
1,2023-02-15,2023-02-15,416.0,425.0,"{425.0: 26754, 422.0: 23772, 420.0: 20278, 428.0: 20165, 417.0: 15849}","{400.0: 17165, 405.0: 15832, 410.0: 15590, 407.0: 14712, 408.0: 13952}","{425.0: 26762, 422.0: 23800, 412.0: 22328, 420.0: 21216, 417.0: 21071}",1.1700633100963806,1.1700633100963806
2,2023-02-15,2023-02-16,401.0,384.0,"{413.0: 13061, 414.0: 11978, 415.0: 10335, 416.0: 8955, 420.0: 8548}","{413.0: 14543, 412.0: 11518, 416.0: 8664, 411.0: 8173, 417.0: 8001}","{413.0: 27604, 412.0: 20066, 416.0: 17619, 414.0: 17478, 415.0: 17064}",1.3252114990566228,1.3252114990566228
3,2023-02-15,2023-02-17,400.0,310.0,"{418.0: 81164, 400.0: 62294, 410.0: 60478, 405.0: 41474, 420.0: 40763}","{375.0: 325069, 350.0: 168733, 380.0: 161931, 310.0: 130644, 400.0: 115485}","{375.0: 328993, 400.0: 177779, 380.0: 175587, 350.0: 169257, 395.0: 143190}",2.8193829657097296,2.8193829657097296
4,2023-02-15,2023-02-21,406.0,345.0,"{415.0: 7380, 414.0: 4648, 410.0: 3830, 418.0: 3807, 425.0: 3607}","{405.0: 6121, 414.0: 5467, 416.0: 4483, 400.0: 4236, 409.0: 4152}","{415.0: 11207, 414.0: 10115, 410.0: 7902, 416.0: 7686, 409.0: 7279}",1.3328321068809965,1.3328321068809965
5,2023-02-15,2023-02-22,410.0,348.0,"{410.0: 3741, 415.0: 2535, 414.0: 2443, 413.0: 2078, 412.0: 1880}","{410.0: 4945, 415.0: 3464, 412.0: 3243, 400.0: 2823, 414.0: 2416}","{410.0: 8686, 415.0: 5999, 412.0: 5123, 414.0: 4859, 413.0: 3934}",1.4381941861083063,1.4381941861083063
6,2023-02-15,2023-02-24,428.0,330.0,"{418.0: 26669, 415.0: 11692, 430.0: 9359, 410.0: 8717, 420.0: 8045}","{360.0: 46686, 330.0: 43973, 345.0: 43558, 395.0: 39593, 400.0: 34766}","{360.0: 46750, 330.0: 43980, 345.0: 43570, 395.0: 41012, 400.0: 38709}",2.997331079790688,2.997331079790688
7,2023-02-15,2023-02-27,410.0,405.0,"{410.0: 406, 411.0: 346, 421.0: 254, 419.0: 228, 418.0: 201}","{405.0: 10147, 380.0: 529, 390.0: 491, 370.0: 475, 411.0: 221}","{405.0: 10154, 410.0: 570, 411.0: 567, 380.0: 529, 390.0: 491}",4.481506164611796,4.481506164611796
8,2023-02-15,2023-02-28,410.0,390.0,"{410.0: 4084, 420.0: 2147, 430.0: 1978, 409.0: 1368, 408.0: 1364}","{410.0: 20494, 390.0: 20124, 411.0: 1384, 412.0: 1114, 413.0: 1104}","{410.0: 24578, 390.0: 20132, 411.0: 2682, 420.0: 2522, 409.0: 2160}",2.3667998742759644,2.3667998742759644
9,2023-02-15,2023-03-03,395.0,315.0,"{420.0: 17969, 425.0: 11800, 415.0: 9902, 410.0: 9369, 430.0: 7702}","{355.0: 40734, 330.0: 33042, 370.0: 29705, 315.0: 28979, 384.0: 25606}","{355.0: 40741, 330.0: 33044, 370.0: 29748, 315.0: 28980, 420.0: 28571}",2.758361443444075,2.758361443444075
