,DateGen,ExpDate,ITM Maximum Pain,All Maxpain,Top 5 Calls,Top 5 Puts,highestOIstrike,ITM P/C Ratio,All P/C Ratio
0,2023-02-21,2023-02-17,407.0,310.0,"{418.0: 93887, 412.0: 71804, 415.0: 54678, 416.0: 44816, 414.0: 43772}","{375.0: 324003, 350.0: 166882, 380.0: 160710, 310.0: 130643, 395.0: 114054}","{375.0: 324003, 350.0: 166882, 380.0: 160710, 310.0: 130643, 395.0: 114054}",3.579638070100728,3.579638070100728
1,2023-02-21,2023-02-21,414.0,415.0,"{415.0: 36888, 410.0: 19690, 412.0: 19273, 407.0: 12727, 408.0: 12628}","{400.0: 20367, 405.0: 16882, 404.0: 12348, 407.0: 11457, 408.0: 11404}","{415.0: 39387, 410.0: 26129, 407.0: 24184, 408.0: 24032, 405.0: 23999}",1.0949915363935079,1.0949915363935079
2,2023-02-21,2023-02-22,415.0,369.0,"{415.0: 14655, 414.0: 8456, 416.0: 8336, 409.0: 6587, 410.0: 5881}","{415.0: 15505, 416.0: 8821, 400.0: 8246, 417.0: 7699, 384.0: 7481}","{415.0: 30160, 416.0: 17157, 414.0: 15802, 417.0: 13328, 410.0: 11506}",1.6866170413627743,1.6866170413627743
3,2023-02-21,2023-02-23,416.0,416.0,"{415.0: 6102, 416.0: 4255, 414.0: 4252, 410.0: 4177, 405.0: 3792}","{416.0: 6566, 415.0: 4390, 390.0: 4390, 410.0: 3984, 405.0: 3180}","{416.0: 10821, 415.0: 10492, 410.0: 8161, 405.0: 6972, 413.0: 6322}",0.9780197320748407,0.9780197320748407
4,2023-02-21,2023-02-24,420.0,330.0,"{418.0: 29798, 415.0: 16656, 420.0: 14672, 410.0: 13274, 411.0: 11330}","{400.0: 79106, 405.0: 48602, 395.0: 47859, 360.0: 46962, 330.0: 43948}","{400.0: 83812, 405.0: 55747, 395.0: 49395, 360.0: 47029, 330.0: 43955}",2.691897595952235,2.691897595952235
5,2023-02-21,2023-02-27,415.0,395.0,"{413.0: 1679, 421.0: 1411, 405.0: 1353, 415.0: 1302, 420.0: 1281}","{405.0: 10241, 395.0: 5331, 400.0: 4666, 390.0: 1811, 407.0: 1202}","{405.0: 11594, 395.0: 5338, 400.0: 4897, 407.0: 2200, 413.0: 2199}",1.6565448978735897,1.6565448978735897
6,2023-02-21,2023-02-28,410.0,390.0,"{410.0: 5966, 420.0: 3190, 411.0: 2958, 412.0: 2793, 414.0: 2400}","{390.0: 17871, 410.0: 16968, 380.0: 6056, 400.0: 5937, 395.0: 3694}","{410.0: 22934, 390.0: 17908, 400.0: 6144, 380.0: 6071, 411.0: 5577}",2.1535990972418135,2.1535990972418135
7,2023-02-21,2023-03-01,414.0,360.0,"{422.0: 1445, 409.0: 1333, 412.0: 1165, 413.0: 1109, 430.0: 1092}","{401.0: 4541, 400.0: 3383, 360.0: 3243, 357.0: 3000, 395.0: 2586}","{401.0: 4742, 400.0: 3476, 360.0: 3243, 357.0: 3001, 395.0: 2606}",2.309591642924976,2.309591642924976
8,2023-02-21,2023-03-02,395.0,370.0,"{450.0: 1400, 406.0: 956, 404.0: 574, 405.0: 520, 410.0: 484}","{370.0: 1769, 405.0: 590, 400.0: 495, 403.0: 408, 395.0: 405}","{370.0: 1770, 450.0: 1400, 405.0: 1110, 406.0: 1082, 404.0: 795}",0.6405846947549441,0.6405846947549441
9,2023-02-21,2023-03-03,420.0,315.0,"{420.0: 18018, 415.0: 12997, 425.0: 12511, 410.0: 10813, 430.0: 9668}","{355.0: 41847, 392.0: 37902, 405.0: 37038, 330.0: 33045, 370.0: 29258}","{405.0: 44785, 355.0: 41855, 392.0: 38204, 330.0: 33052, 370.0: 29318}",2.9752137832993926,2.9752137832993926
10,2023-02-21,2023-03-10,415.0,345.0,"{410.0: 22981, 415.0: 20474, 405.0: 8023, 430.0: 6854, 435.0: 6465}","{350.0: 37784, 345.0: 37027, 330.0: 26675, 410.0: 23342, 360.0: 21896}","{410.0: 46323, 415.0: 38658, 350.0: 37875, 345.0: 37043, 330.0: 26712}",2.468422985578924,2.468422985578924
11,2023-02-21,2023-03-17,394.0,310.0,"{420.0: 82658, 410.0: 62778, 430.0: 61707, 400.0: 51432, 450.0: 45563}","{390.0: 157987, 400.0: 132782, 380.0: 118066, 310.0: 111075, 394.0: 105433}","{400.0: 184214, 390.0: 183019, 394.0: 145181, 380.0: 134643, 420.0: 120017}",2.2252025038832617,2.2252025038832617
