maturitydate,02/24/23,03/03/23,03/10/23,03/17/23,03/24/23,03/31/23,04/21/23,06/16/23,07/21/23,09/15/23,10/20/23,01/19/24
02/22/23,65.00,69.00,70.00,65.00,68.00,67.00,60.00,60.00,70.00,50.00,70.00,80.00
