maturitydate,02/03/23,02/10/23,02/17/23,02/24/23,03/03/23,03/10/23,03/17/23,04/21/23,06/16/23,07/21/23,09/15/23,01/19/24
01/30/23,48.00,48.00,50.00,50.00,52.00,54.00,55.00,60.00,60.00,70.00,40.00,80.00
