maturitydate,01/13/23,01/20/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/17/23,04/21/23,06/16/23,07/21/23,09/15/23,01/19/24
01/10/23,43.50,50.00,44.00,43.00,40.00,50.00,47.00,55.00,60.00,65.00,75.00,40.00,80.00
