maturitydate,02/17/23,02/24/23,03/03/23,03/10/23,03/17/23,03/24/23,03/31/23,04/21/23,06/16/23,07/21/23,09/15/23,10/20/23,01/19/24
02/17/23,58.00,56.00,60.00,58.00,55.00,56.00,60.00,60.00,60.00,70.00,50.00,30.00,75.00
