maturitydate,02/24/23,03/03/23,03/10/23,03/17/23,03/24/23,03/31/23,04/21/23,05/19/23,06/16/23,07/21/23,09/15/23,12/15/23,01/19/24
02/22/23,197.50,190.00,195.00,180.00,200.00,200.00,166.67,180.00,183.33,185.00,173.33,170.00,183.33
