maturitydate,02/10/23,02/17/23,02/24/23,03/03/23,03/10/23,03/17/23,03/24/23,03/31/23,04/21/23,05/19/23,06/16/23,07/21/23,09/15/23,12/15/23,01/19/24
02/10/23,197.50,160.00,172.50,170.00,187.50,170.00,200.00,200.00,158.33,160.00,183.33,185.00,166.67,170.00,183.33
