maturitydate,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/03/23,03/10/23,03/17/23,04/21/23,05/19/23,06/16/23,07/21/23,09/15/23,12/15/23,01/19/24
01/27/23,147.00,145.00,141.00,140.00,135.00,131.00,157.50,160.00,140.00,125.00,180.00,185.00,156.67,135.00,173.33
