maturitydate,01/13/23,01/20/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/03/23,03/17/23,04/21/23,05/19/23,06/16/23,07/21/23,09/15/23,12/15/23,01/19/24
01/13/23,120.0,135.0,125.0,120.0,130.0,135.0,120.0,120.0,166.67,133.33,130.0,183.33,185.0,160.0,145.0,180.0
