maturitydate,02/10/23,02/17/23,02/24/23,03/03/23,03/10/23,03/17/23,03/24/23,03/31/23,04/21/23,05/19/23,06/16/23,07/21/23,09/15/23,12/15/23,01/19/24
02/09/23,190.00,157.50,165.00,170.00,180.00,170.00,200.00,100.00,150.00,155.00,183.33,185.00,165.00,165.00,183.33
