maturitydate,01/20/23,01/27/23,02/03/23,02/10/23,02/17/23,02/24/23,03/03/23,03/17/23,04/21/23,05/19/23,06/16/23,07/21/23,09/15/23,12/15/23,01/19/24
01/19/23,130.00,130.00,127.00,129.00,130.00,122.00,125.00,160.00,133.33,115.00,183.33,185.00,160.00,135.00,180.00
